,shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
34,Nike SB Dunk High Brooklyn Projects Reign In Blood Slayer, Nike, 313171-013, 120, 400, 695, 399, 637501761cb69837c65302dd, Nike SB Dunk High, Black/Team Red, , 
35,Nike SB Dunk High Brooklyn Projects Paparazzi Quickstrike, Nike, 707424-026, 180, 475, 750, 750, 637501761cb69837c65302de, Nike SB Dunk High, Black/Black-Valiant Red, 2014-08-09, Nike turned to Melrose skate shop Brooklyn Projects to create the Dunk High Prem SB BP QS ‘Paparazzi’ a reference to the photographers that are always taking pictures of celebrities. Featuring a black leather and suede upper the quarter panel and toe box are finished with flashing bulb graphics sporting 3M reflective detailing. The heel sports a camera icon with the Brooklyn Projects logo while the collar takes on a Valiant Red velvet panel as a reference to the ropes keeping paparazzi at bay.
36,Nike SB Dunk Low Brooklyn Projects, Nike, 313170-771, 100, 1000, 999, 999, 637501761cb69837c65302df, Nike SB Dunk Low, Halo/Zitron, , 
37,Puma Disc Blaze Sophia Chang Brooklynite, Puma, 357294-01, 110, 231, 80, undefined, 637501761cb69837c65302e0, Puma Disc Blaze, Black/Black, 2014-09-19, 
38,Nike SB Dunk Low Walk of Fame Brooklyn Projects, Nike, 617859-076, 100, 694, 579, 579, 637501761cb69837c65302e1, Nike SB Dunk Low, Black/Metallic Gold-Light Redwood, , 
39,Nike Air More Money NYC Brooklyn, Nike, AR5401-001, 160, 200, 92, 92, 637501761cb69837c65302e2, Nike Air More Money, Oil Grey/Metallic Gold-Sail-Metallic Gold, 2018-07-29, 
40,Puma XS 698 X BWGH Brooklyn We Go Hard, Puma, 357033-02, undefined, 100, 73, 70, 637501761cb69837c65302e3, Puma XS 698 X BWGH, Patriot Blue, 2015-07-04, 
41,Nike Air Force 1 Low 5 Boroughs Pack Brooklyn, Nike, 318931-003, undefined, 450, 1100, 1100, 637501761cb69837c65302e4, Nike Air Force 1 Low, Black/Red Plum-White, 2010-07-30, Part of Nike's Five Boroughs pack from the 2010 World Basketball Festival the Air Force 1 Low Supreme I/O 'Brooklyn' gives the nod to New York City's most populous borough. Designed by DJ Clark Kent the leather and suede upper in black and white is accented by Red Plum on the chenille Swoosh detailing and midsole stitching. The white Air-infused midsole gives way to a gum rubber outsole.
42,Converse Chuck Taylor All-Star 70 Hi Gameday Brooklyn Nets, Converse, 159391C, 250, 378, 150, 150, 637501761cb69837c65302e5, Converse Chuck Taylor All-Star 70 Hi, Black/White, 2017-09-29, 
43,Michael Kors Brooke Crossbody Bag Medium Light Cream, Michael Kors, 193599722405, 378, 265, undefined, undefined, 637501761cb69837c65302e6, Michael Kors Brooke Crossbody Bag, Light Cream, , Michael Kors Brooke Crossbody Bag Medium Light Cream Style Number 193599722405. Please note: A dust bag is not required or included for this item.
44,Puma R698 Brooklyn We Go Hard Bluefield, Puma, 357174-01, 170, 159, 125, 125, 637501761cb69837c65302e7, Puma R698, Medieval Blue, 2015-07-04, Puma and Parisian streetwear label Brooklyn We Go Hard (BWGH) team up in 2015 to re-release the special ‘Bluefield’ edition of the R698 silhouette. The BWGH x R698 OG 'Cream Release' features a layerd construction across its mesh and suede upper that draws inspiration from American artist Mark Rothko’s abstract painting style. A white Trinomic midsole with baby blue accents supports the shoe underfoot and a black rubber outsole provides traction.
45,Nike NBA Brooklyn Nets Icon Edition Dri-FIT Swingman Shorts Black/White, Nike, AJ5584-010, undefined, 62, undefined, undefined, 637501761cb69837c65302e8, Nike NBA Brooklyn Nets Icon Edition Dri-FIT Swingman, Black/White, , 
46,Nike Air Force 1 Low Brooklyn Sport Royal (GS), Nike, 306353-401, 100, undefined, 375, 375, 637501761cb69837c65302e9, Nike Air Force 1 Low, Sport Royal/Black White, , 
47,Canada Goose Women's Black Label Brookvale Down Hoodie Bordeaux, Canada Goose, 5501LB-317, 625, undefined, undefined, undefined, 637501761cb69837c65302ea, Canada Goose Women's Black Label Brookvale Down, Bordeaux, , 
48,Canada Goose Women's Brookvale Hooded Down Coat Bordeaux, Canada Goose, 5502LB-317, 650, undefined, undefined, undefined, 637501761cb69837c65302eb, Canada Goose Women's Brookvale Hooded Down, Bordeaux, , 
49,Canada Goose Women's Brookvale Hooded Down Coat Admiral Blue/Black, Canada Goose, 5502L, undefined, undefined, undefined, undefined, 637501761cb69837c65302ec, Canada Goose Women's Brookvale Hooded Down, Admiral Blue/Black, , 
50,Headdy Brooklyn Cycling Cap Blue Team, Headdy, HDY001BKLYN, undefined, undefined, undefined, undefined, 637501761cb69837c65302ed, Headdy Brooklyn, Blue Team, , 
51,Fila Mindbreaker 2.0 Rime Brooklyn Beach, Fila, 1RM00425-149, 109, undefined, undefined, undefined, 637501761cb69837c65302ee, Fila Mindbreaker 2.0, Gard/Dflo-Aruba Blue, 2018-04-20, 
0,Nike Pegasus Trail 3 Gore-Tex Black Dark Smoke Grey, Nike, DC8793-001, 160, 97, 90, 90, 6374fd5403a96e36ed3d20cf, Nike Pegasus Trail 3 Gore-Tex, Black/Dark Smoke Grey/Iron Grey/Black, 2021-09-21, Delivering a sleek colorway of a performance running shoe made for harsher weather is the Nike Pegasus Trail 3 GTX 'Triple Black.' The seamless upper is made from black textile with tonal Gore-Tex branding on the toe box nodding to the waterproof lining of the interior. The midfoot is supported by a dynamic-fit band while a pull tab at the heel allows easy on and off. On the bottom is a matching black Nike React midsole with a durable lugged rubber outsole.
1,Nike Air Pegasus 83 Khaki, Nike, DJ9292-200, 100, 91, 87, 87, 6374fd5403a96e36ed3d20d1, Nike Air Pegasus 83, Khaki/Dark Driftwood/Light Bone/Off Noir, 2021-10-14, Bringing back the vintage '80s runner in a rustic colorway is the Nike Air Pegasus 83 'Khaki.' A subdued light brown is featured on the upper made with a breathable nylon base and suede overlays at the forefoot and heel. Contrasting black leather accents are on the signature Swoosh and heel tab that's marked with Nike Air branding. On the bottom is a white foam midsole with Nike Air cushioning in the heel with a black waffle-traction rubber outsole.
2,Nike Air Pegasus 83 Grey Fog, Nike, DJ9292-001, 100, 92, 73, 73, 6374fd5403a96e36ed3d20d2, Nike Air Pegasus 83, Grey Fog/Photon Dust/White/Summit White, 2021-10-14, Highlighting neutral tones on a classic running shoe from Nike's early '80s archives is the Nike Air Pegasus 83 'Grey Fog.' A traditional blend of nylon and suede is utilized on the upper in varying shades of grey with a white leather Swoosh. The leather heel tab and woven tongue tag are decorated with Nike Air branding while underneath is a white foam midsole with encapsulated Nike Air cushioning in the heel and a black waffle-tread rubber outsole.
3,Nike Air Zoom Pegasus 37 Black White, Nike, BQ9646-002, 120, 68, 60, 60, 6374fd5403a96e36ed3d20d4, Nike Air Zoom Pegasus 37, Black/White, 2020-04-28, The Air Zoom Pegasus 37 'Black White' emerges with a classic two-tone look. The shoe's upper is built with textile finished in black and contrasted by white on the Swoosh branding. Underfoot the midsole provides contrast built with React foam and housing Zoom Air in the forefoot to provide cushioning. The outsole includes waffle pistons for traction.
4,Nike Pegasus Trail 3 Gore-Tex Black Dark Smoke Grey (W), Nike, DC8794-001, 140, 72, 60, 60, 6374fd5403a96e36ed3d20d5, Nike Pegasus Trail 3 Gore-Tex, Black/Dark Smoke Grey/Iron Grey/Black, 2021-10-14, Showcasing a one-note finish is the Nike women's Pegasus Trail 3 GTX 'Triple Black.' The seamless textile upper is lined in waterproof Gore-Tex and equipped with a gaiter-style collar that keeps trail debris out of the shoe. A Nike React midsole has a dynamic fit band system that adds midfoot support with a bike tire-inspired traction pattern on the lugged rubber outsole.
5,Nike Air Zoom Pegasus 38 Triple Black, Nike, CW7356-001, 120, 69, 72, 72, 6374fd5403a96e36ed3d20db, Nike Air Zoom Pegasus 38, Black/Anthracite-Volt-Black, 2021-04-29, Adding to the long-running Pegasus line the Air Zoom Pegasus 38 'Black' brings a monochromatic look to its performance running construction. Featuring a new last the shoe's upper is built with engineered mesh with a wider toe box supporting the fit. Internal webbing straps help secure the lacing system while underfoot the tooling borrowed from the Pegasus 37 brings together full-length React and forefoot Zoom Air to provide cushioning.
6,Nike Air Zoom Pegasus 36 Trail Gyakusou Red, Nike, CD0383-600, 160, 79, 55, 43, 6374fd5403a96e36ed3d20dc, Nike Air Zoom Pegasus 36 Trail, Sport Red/Thunder Blue, 2019-09-26, The Gyakusou x Nike Air Zoom Pegasus 36 Trail 'Red' is drawn from the brands’ Fall 2019 collection inspired by the spirit of the 1970s running revolution. The trail runner features a water-repellent red mesh upper embellished with a rose graphic its delicate petals and sharp thorns symbolizing designer Jun Takahashi’s balance/chaos ethos. The lightweight build rests on a foam midsole with Zoom Air cushioning.
7,Nike Pegasus Trail 2 Gore-Tex Black, Nike, CU2016-001, 160, 106, 105, 105, 6374fd5403a96e36ed3d20e3, Nike Pegasus Trail 2 Gore-Tex, Black/Black-Black, 2020-11-05, The Pegasus Trail 2 Gore-Tex 'Black Metallic Dark Grey' brings a neutral look to its performance running construction. The shoe's mesh upper appears in black Metallic Dark Grey and Iron Grey with Gore-Tex Invisible Fit technology supporting the build. The tongue and heel branding offer reflective detailing while underfoot a full-length React foam midsole provides cushioning. The rubber outsole incorporates a bike-tire tread for traction.
8,Nike Pegasus Trail 2 Barely Volt Poison Green, Nike, CK4305-700, 130, 75, 75, 75, 6374fd5403a96e36ed3d20e4, Nike Pegasus Trail 2, Barely Volt/Laser Blue-Poison Green-Black, 2020-06-04, The Pegasus Trail 2 'Barely Volt' sports a vibrant upper and neutral tooling. The shoe's upper is built with mesh supported by a midfoot cage and a faux gaiter piece around the collar. Underfoot a speckled React midsole provides cushioning giving way to a prominent rubber outsole for traction.
9,Nike Air Zoom Pegasus 37 Shield Black Anthracite, Nike, CQ7935-001, 130, 87, 55, 40, 6374fd5403a96e36ed3d20e6, Nike Air Zoom Pegasus 37 Shield, Black/Anthracite, 2020-11-06, The Air Zoom Pegasus 37 Shield 'Black Anthracite' features a blacked-out colorway on its performance running construction. The shoe's upper features a half-length weatherized shroud treated with a DWR (durable water-repellent) coating finished in black and complemented by hits of Anthracite. Reflective detailing is included for visibility while underfoot the React foam midsole houses Zoom Air in the forefoot for cushioning giving way to a Storm-Tread outsole that draws from winter tires.
10,Nike Air Zoom Pegasus 36 Trail Gyakusou Yellow, Nike, CD0383-700, 160, 82, 65, 65, 6374fd5403a96e36ed3d20e7, Nike Air Zoom Pegasus 36 Trail, Mineral Yellow/Deep Pewter, 2019-09-26, Dropping as part of the brands’ Fall 2019 collection the Gyakusou x Nike Air Zoom Pegasus 36 Trail 'Yellow' finds UNDERCOVER founder Jun Takahashi shifting his focus from street running to the trail. The versatile sneaker uses a convenient toggle lacing system on a water-repellent mesh upper finished in a dark yellow hue. A rose graphic on the quarter panel complements Gyakusou branding at the heel.
11,Nike Air Zoom Pegasus 37 Pale Ivory (W), Nike, BQ9647-102, 120, 77, 63, 63, 6374fd5403a96e36ed3d20ed, Nike Air Zoom Pegasus 37, Pale Ivory/Barely Volt-Sail-Ghost, 2020-04-28, A pastel look the Wmns Air Zoom Pegasus 37 'Pale Ivory' released in April 2020. Built with textile the upper sports a color-blocked design with mismatched Swoosh branding adding further color. Semitransparent paneling provides breathability while internal bands are worked into the lacing system. Underfoot a React foam midsole works with Zoom Air in the forefoot to provide cushioning.
12,Nike Pegasus Trail 2 Pure Platinum Fossil Laser Orange (W), Nike, CK4309-001, 130, 55, 61, 61, 6374fd5403a96e36ed3d20f2, Nike Pegasus Trail 2, Pure Platinum/Fossil-Limelight-Laser Orange, 2020-06-04, The Wmns Pegasus Trail 2 'Limelight Laser Orange' emerges with a pastel look. Built with Pure Platinum textile tan mesh overlays the fit with Laser Orange accenting the Swoosh branding. Underfoot a React midsole provides cushioning giving way to a rubber outsole with a shockwave-style traction pattern.
13,Nike Air Zoom Pegasus 36 Black, Nike, CD4573-001, 120, 151, 125, 124, 6374fd5403a96e36ed3d20f6, Nike Air Zoom Pegasus 36, Black/Midnight Turquoise-Aurora-Metallic Summit White, 2020-01-02, Part of a five-shoe collection the Air Zoom Pegasus 36 'Ekiden Zoom Pack' released for Japan's relay race season. Built with mesh the shoe's upper is supported by visible Flywire cables that anchor the lacing system. A white Swoosh contrasts the side wall while underfoot full-length Zoom Air provides cushioning.
14,Nike Air Zoom Pegasus 38 Shield Black White, Nike, DC4073-001, 130, 87, 85, 85, 6374fd5403a96e36ed3d20fc, Nike Air Zoom Pegasus 38 Shield, Black/Platinum Tint-Dk Smoke Grey, 2021-11-05, Delivering a neutral colorway to a performance running shoe made for rough weather is the Nike Air Zoom Pegasus 38 Shield 'Black Dark Smoke Grey.' Water-repellent black mesh is utilized on the upper with tonal no-sew skins and accented with reflective detailing. The insulated tongue is designed to keep moisture and debris out of the shoe with a React foam midsole with forefoot Zoom Air cushioning and a Storm-Tread rubber outsole featured on the bottom.
15,Nike Air Zoom Pegasus 37 White Black, Nike, BQ9646-100, 120, 110, 89, 89, 6374fd5403a96e36ed3d20fd, Nike Air Zoom Pegasus 37, White/Pure Platinum-Black, 2020-04-28, The Air Zoom Pegasus 37 'Pure Platinum' features a classic colorway on its performance build. The shoe's upper is built with textile finished in white and supported by semitranslucent paneling for breathability. Internal bands are worked into the lacing system while the collar is designed to taper away from the Achilles. Underfoot the React foam midsole includes Zoom Air in the forefoot to provide cushioning.
16,Nike Zoom Pegasus 36 Trail Gore-tex Black, Nike, BV7762-001, 160, 105, 87, 87, 6374fd5403a96e36ed3d2106, Nike Zoom Pegasus 36 Trail, Black/Thunder Grey, 2019-10-10, The Air Zoom Pegasus 36 Trail Gore-Tex 'Black' applies a stealthy monochromatic finish on a running shoe made to take on inclement weather. The sneaker’s one-piece mesh upper is fortified with waterproof Gore-Tex insulation while a foam midsole houses double Zoom Air cushioning for a springy feel with each step. The kicks are finished with reflective detailing and a high-traction rubber outsole.
